Date,Open,High,Low,Close,Adj Close,Volume
2022-02-15,103.370003,104.800003,103.010002,103.910004,101.693291,5325500
2022-02-16,103.070000,103.519997,101.610001,103.150002,100.949509,7499400
2022-02-17,102.250000,103.000000,101.389999,101.699997,99.530441,5551600
2022-02-18,101.500000,102.019997,100.290001,100.580002,98.434334,8364700
2022-02-22,100.449997,104.680000,100.300003,103.720001,101.507347,9609800
2022-02-23,104.239998,104.500000,102.550003,103.029999,100.832062,6454100
2022-02-24,100.970001,103.489998,100.070000,103.330002,101.125664,7617300
2022-02-25,103.629997,105.910004,103.040001,105.839996,103.582123,6969200
2022-02-28,104.330002,105.440002,103.599998,104.989998,102.750252,5780600
2022-03-01,104.599998,105.120003,102.820000,103.660004,101.448624,4543400
2022-03-02,105.089996,106.980003,104.830002,106.379997,104.110596,5919300
2022-03-03,107.010002,108.489998,106.349998,107.650002,105.353508,6480000
2022-03-04,106.040001,108.540001,105.919998,108.309998,105.999428,5186200
2022-03-07,107.750000,108.139999,106.440002,106.639999,104.365059,6556600
2022-03-08,106.320000,106.980003,104.040001,104.089996,101.869446,7482700
2022-03-09,106.040001,106.669998,103.349998,103.580002,101.370331,9962000
2022-03-10,102.820000,104.639999,102.400002,104.459999,102.231560,5146900
2022-03-11,105.410004,106.050003,103.599998,103.820000,101.605217,5149800
2022-03-14,104.470001,105.070000,102.839996,103.220001,101.018013,4175500
2022-03-15,103.970001,105.550003,103.739998,105.400002,103.151505,5017900
2022-03-16,105.970001,107.379997,105.400002,107.300003,105.010979,5255000
2022-03-17,107.000000,109.790001,106.660004,109.739998,107.398918,5693400
2022-03-18,109.730003,110.389999,108.480003,110.180000,107.829536,16292800
2022-03-21,109.040001,110.599998,108.089996,108.750000,106.430038,8206100
2022-03-22,109.019997,109.550003,108.769997,108.970001,106.645355,5601800
2022-03-23,108.330002,108.900002,105.709999,106.160004,103.895294,7002600
2022-03-24,106.199997,106.550003,105.180000,106.349998,104.702583,5660500
2022-03-25,106.870003,108.480003,106.779999,108.459999,106.779907,5597200
2022-03-28,108.940002,110.010002,108.150002,109.930000,108.227127,5688000
2022-03-29,111.000000,112.470001,110.690002,112.379997,110.639175,8862200
2022-03-30,111.930000,112.519997,111.260002,111.559998,109.831879,4694900
2022-03-31,111.269997,112.489998,110.900002,110.949997,109.231331,6899800
2022-04-01,111.349998,112.660004,110.839996,112.519997,110.777008,4479100
2022-04-04,112.000000,112.160004,110.410004,110.879997,109.162415,5099200
2022-04-05,110.550003,111.849998,110.169998,110.500000,108.788300,5496100
2022-04-06,109.730003,112.029999,109.000000,111.720001,109.989403,5560700
2022-04-07,111.480003,113.120003,110.889999,112.330002,110.589951,6668600
2022-04-08,112.059998,113.110001,111.269997,112.470001,110.727791,5230500
2022-04-11,112.360001,112.739998,111.349998,111.519997,109.792496,3407100
2022-04-12,111.669998,112.220001,110.150002,110.580002,108.867065,4733900
2022-04-13,109.660004,110.680000,109.620003,110.459999,108.748917,4791500
2022-04-14,110.830002,111.110001,108.910004,109.019997,107.331230,6665800
2022-04-18,108.529999,109.250000,107.540001,108.080002,106.405792,3418000
2022-04-19,108.650002,111.660004,108.489998,110.220001,108.512642,9780300
2022-04-20,110.790001,113.489998,110.790001,113.000000,111.249580,5477700
2022-04-21,114.000000,114.309998,113.029999,113.089996,111.338181,5859300
2022-04-22,111.750000,111.820000,107.699997,107.800003,106.130127,6351500
2022-04-25,107.440002,109.669998,106.879997,109.480003,107.784103,5498200
2022-04-26,107.849998,109.419998,106.760002,106.779999,105.125923,5251200
2022-04-27,106.779999,108.250000,106.190002,106.629997,104.978249,4757700
2022-04-28,107.279999,107.639999,105.349998,107.150002,105.490196,5063200
2022-04-29,106.629997,106.629997,104.120003,104.360001,102.743416,5206000
2022-05-02,105.169998,105.559998,101.260002,103.139999,101.542313,6104000
2022-05-03,103.430000,104.190002,102.660004,103.110001,101.512779,3841500
2022-05-04,103.089996,106.199997,102.480003,105.830002,104.190643,4258100
2022-05-05,104.500000,105.669998,103.470001,104.550003,102.930473,3945400
2022-05-06,103.970001,104.830002,102.720001,103.449997,101.847504,5496400
2022-05-09,102.279999,102.320000,99.209999,99.580002,98.037460,6593300
2022-05-10,100.779999,101.330002,98.790001,100.309998,98.756149,5638900
2022-05-11,100.459999,102.459999,100.239998,100.650002,99.090881,4113400
2022-05-12,99.959999,101.400002,99.489998,101.110001,99.543755,4434700
2022-05-13,102.360001,103.029999,101.800003,102.669998,101.079590,3525900
2022-05-16,102.000000,104.330002,102.000000,103.809998,102.201927,3751200
2022-05-17,105.269997,106.330002,104.989998,106.260002,104.613983,3168200
2022-05-18,105.139999,105.900002,103.250000,103.570000,101.965652,4133800
2022-05-19,102.230003,103.250000,101.250000,102.750000,101.158356,4230400
2022-05-20,103.529999,103.739998,100.419998,102.529999,100.941765,5335800
2022-05-23,103.830002,104.440002,102.500000,104.260002,102.644966,4134300
2022-05-24,104.139999,105.730003,103.760002,105.589996,103.954361,4381900
2022-05-25,105.260002,106.059998,104.339996,105.540001,103.905136,5495100
2022-05-26,98.750000,101.389999,98.180000,99.440002,97.899628,12674300
2022-05-27,99.129997,99.180000,96.860001,99.080002,97.545212,13358600
2022-05-31,98.339996,100.620003,98.220001,100.150002,98.598625,11330500
2022-06-01,100.279999,100.320000,96.379997,97.779999,96.265335,6493700
2022-06-02,97.860001,98.900002,96.120003,98.500000,96.974190,6794700
2022-06-03,98.769997,98.769997,95.379997,95.480003,94.000969,9097000
2022-06-06,96.250000,96.860001,95.190002,95.489998,94.010811,5432500
2022-06-07,95.110001,96.550003,94.570000,96.470001,94.975632,5929000
2022-06-08,96.279999,96.790001,95.809998,96.040001,94.552292,5665500
2022-06-09,95.000000,95.470001,93.169998,93.199997,91.756287,5974800
2022-06-10,91.870003,93.779999,91.010002,92.739998,91.303413,6723500
2022-06-13,90.500000,91.800003,89.739998,90.169998,88.773224,8502400
2022-06-14,90.040001,90.309998,87.690002,88.480003,87.109406,7521900
2022-06-15,89.209999,90.339996,88.440002,89.349998,87.965919,5236200
2022-06-16,87.500000,88.059998,86.949997,87.400002,86.046135,6729900
2022-06-17,88.269997,89.510002,87.709999,88.220001,86.853432,8299300
2022-06-21,89.650002,89.750000,88.110001,88.709999,87.335838,6520400
2022-06-22,88.180000,89.889999,88.050003,89.250000,87.867470,7458400
2022-06-23,88.370003,89.610001,88.160004,88.669998,87.966675,6823300
2022-06-24,89.349998,90.510002,88.250000,90.220001,89.504387,7131800
2022-06-27,90.360001,91.199997,89.879997,90.470001,89.752403,7237200
2022-06-28,90.860001,91.959999,89.120003,89.199997,88.492470,4166900
2022-06-29,89.889999,90.550003,89.070000,90.419998,89.702797,4072800
2022-06-30,89.419998,90.820000,88.910004,89.750000,89.038116,5206500
2022-07-01,89.760002,91.540001,89.059998,91.379997,90.655182,3985100
2022-07-05,90.529999,90.839996,88.809998,90.489998,89.772240,3590400
2022-07-06,90.040001,90.480003,89.099998,89.620003,88.909149,8061900
2022-07-07,89.370003,89.699997,88.699997,89.500000,88.790092,5581100
2022-07-08,89.620003,90.410004,89.230003,89.480003,88.770256,3997900
2022-07-11,88.660004,89.320000,88.169998,88.949997,88.244453,3345200
2022-07-12,88.800003,89.989998,88.379997,88.690002,87.986526,6200500
2022-07-13,87.660004,88.599998,86.809998,87.910004,87.212715,4244200
2022-07-14,87.080002,87.669998,86.699997,87.510002,86.815880,3843300
2022-07-15,88.809998,89.290001,88.070000,89.120003,88.413116,5588000
2022-07-18,89.559998,89.779999,87.709999,87.900002,87.202789,4264700
2022-07-19,88.760002,90.419998,88.760002,90.330002,89.613518,4654800
2022-07-20,90.029999,90.320000,88.500000,89.230003,88.522240,6264200
2022-07-21,89.669998,90.550003,89.160004,90.260002,89.544067,4607000
2022-07-22,90.550003,91.620003,89.989998,90.720001,90.000420,3466500
2022-07-25,90.980003,91.519997,90.459999,90.750000,90.030182,3723200
2022-07-26,91.080002,92.220001,90.709999,91.900002,91.171059,5163000
2022-07-27,92.660004,93.529999,92.500000,93.220001,92.480591,5933200
2022-07-28,93.459999,94.050003,92.489998,93.470001,92.728607,4726100
2022-07-29,93.040001,93.449997,92.260002,92.519997,91.786140,6870900
2022-08-01,91.830002,93.279999,91.349998,93.080002,92.341705,4711600
2022-08-02,93.029999,94.139999,92.669998,93.209999,92.470665,4049200
2022-08-03,93.279999,94.139999,92.809998,93.769997,93.026222,3489100
2022-08-04,93.779999,94.150002,92.980003,93.209999,92.470665,3390400
2022-08-05,92.889999,93.379997,92.540001,93.279999,92.540115,3333000
2022-08-08,93.650002,94.389999,93.480003,93.580002,92.837738,3649700
2022-08-09,93.550003,93.970001,92.910004,93.099998,92.361542,2945000
2022-08-10,94.000000,94.360001,93.639999,94.169998,93.423050,4369500
2022-08-11,94.739998,94.970001,93.849998,94.040001,93.294083,5907500
2022-08-12,94.050003,94.839996,93.900002,94.820000,94.067902,8837500
2022-08-15,94.559998,95.489998,94.099998,95.199997,94.444878,3541500
2022-08-16,94.610001,95.559998,94.610001,95.309998,94.554008,3664500
2022-08-17,94.550003,95.260002,94.279999,94.910004,94.157188,3505400
2022-08-18,95.000000,95.339996,94.139999,95.239998,94.484566,3552300
2022-08-19,95.400002,95.599998,94.269997,95.000000,94.246468,4761700
2022-08-22,94.389999,94.970001,92.889999,93.089996,92.351616,6859300
2022-08-23,93.099998,93.169998,89.330002,90.220001,89.504387,8490600
2022-08-24,89.470001,89.959999,88.419998,89.279999,88.571838,6853300
2022-08-25,90.000000,92.180000,89.529999,92.139999,91.409157,6650300
2022-08-26,92.519997,92.930000,89.379997,89.430000,88.720650,5407500
2022-08-29,89.089996,89.480003,88.669998,88.910004,88.204781,4585100
2022-08-30,89.000000,89.040001,87.139999,87.250000,86.557945,5442700
2022-08-31,88.290001,89.169998,87.730003,87.919998,87.222626,6743000
2022-09-01,87.730003,88.589996,86.419998,88.529999,87.827789,4861000
2022-09-02,89.330002,89.330002,86.879997,87.199997,86.508339,4507200
2022-09-06,87.199997,87.510002,85.879997,86.199997,85.516266,5778100
2022-09-07,85.970001,87.339996,85.660004,87.110001,86.419052,11559800
2022-09-08,86.800003,88.510002,86.449997,87.889999,87.192863,7034500
2022-09-09,88.190002,90.059998,87.849998,89.730003,89.018272,6756500
2022-09-12,90.480003,92.389999,90.250000,92.059998,91.329788,6874400
2022-09-13,90.470001,91.750000,90.250000,90.320000,89.603592,6810700
2022-09-14,89.989998,91.180000,89.800003,90.620003,89.901215,7183000
2022-09-15,90.830002,91.900002,90.529999,90.620003,89.901215,5963000
2022-09-16,90.000000,90.620003,89.410004,90.250000,89.534149,14640400
2022-09-19,89.370003,89.949997,87.809998,89.680000,88.968666,5065500
2022-09-20,88.940002,89.019997,87.599998,88.459999,87.758347,5598600
2022-09-21,88.779999,89.199997,85.699997,85.730003,85.050003,5353800
2022-09-22,84.599998,84.919998,83.209999,83.559998,83.559998,6309500
2022-09-23,83.050003,83.120003,81.620003,82.660004,82.660004,5960400
2022-09-26,82.220001,82.589996,80.690002,81.330002,81.330002,7099800
2022-09-27,82.059998,82.389999,80.389999,80.889999,80.889999,5223000
2022-09-28,81.410004,82.919998,80.809998,82.589996,82.589996,6099900
2022-09-29,82.360001,83.139999,81.430000,82.269997,82.269997,5311200
2022-09-30,82.599998,83.550003,80.690002,80.750000,80.750000,5972300
2022-10-03,81.500000,83.239998,81.209999,82.699997,82.699997,5871400
2022-10-04,83.650002,84.860001,83.379997,84.500000,84.500000,4872400
2022-10-05,83.690002,85.370003,83.580002,85.050003,85.050003,3890900
2022-10-06,84.750000,85.050003,83.830002,84.419998,84.419998,5471400
2022-10-07,83.910004,84.040001,82.010002,82.419998,82.419998,4267900
2022-10-10,82.889999,83.059998,81.559998,81.839996,81.839996,3380600
2022-10-11,82.029999,82.879997,81.000000,81.889999,81.889999,5410400
2022-10-12,81.650002,82.019997,80.300003,80.309998,80.309998,6152500
2022-10-13,80.000000,84.209999,79.440002,83.500000,83.500000,6324000
2022-10-14,84.110001,84.699997,81.339996,81.610001,81.610001,5500100
2022-10-17,82.800003,83.580002,82.339996,82.760002,82.760002,9022200
2022-10-18,84.879997,85.129997,83.500000,84.099998,84.099998,6913800
2022-10-19,83.800003,84.169998,82.070000,83.660004,83.660004,5470100
2022-10-20,83.709999,84.010002,82.199997,82.449997,82.449997,4043000
2022-10-21,82.250000,83.529999,80.989998,83.260002,83.260002,5974000
2022-10-24,84.129997,84.459999,83.070000,83.879997,83.879997,6044100
2022-10-25,83.519997,84.699997,83.449997,84.500000,84.500000,5142500
2022-10-26,84.889999,86.650002,84.860001,85.370003,85.370003,3986500
2022-10-27,85.550003,86.050003,84.610001,85.570000,85.570000,4986524
